,OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,,PaymentMethod,OrderStatus,City,State,Country,SellerID
10062,ORD0010063,21-04-2022,CUST023111,Ritika Patel,P00044,Power Bank 20000mAh,Toys & Games,BrightLux,2,160.21,0,25.63,8.76,,Credit Card,Delivered,San Antonio,TX,United States,SELL00617
46987,ORD0046988,19-08-2024,CUST043384,Pooja Kumar,P00044,Power Bank 20000mAh,Home & Kitchen,Zenith,3,593.49,0,89.02,4.19,,Debit Card,Delivered,Seattle,WA,United States,SELL01113
77909,ORD0077910,02-11-2020,CUST019992,Sahil Kumar,P00003,Smartphone Case,Clothing,UrbanStyle,4,257.62,0,82.44,5.24,,Net Banking,Shipped,Austin,TX,United States,SELL00314
77767,ORD0077768,08-02-2024,CUST044115,Sunita Joshi,P00046,Car Charger,Toys & Games,Zenith,3,98.7,0,23.69,6.76,,Debit Card,Delivered,Seattle,WA,Canada,SELL01310
62151,ORD0062152,01-09-2024,CUST000468,Kabir Joshi,P00033,Puzzle 1000pc,Toys & Games,Zenith,5,301.96,0.05,114.74,2.69,,Credit Card,Delivered,Chicago,IL,United States,SELL01299
51521,ORD0051522,23-10-2020,CUST044500,Aman Patel,P00006,Gaming Mouse,Home & Kitchen,CoreTech,4,97.55,0.05,44.48,6.62,,Net Banking,Delivered,Jacksonville,FL,United States,SELL00124
20039,ORD0020040,07-02-2020,CUST015015,Kabir Gupta,P00045,Phone Tripod,Toys & Games,CoreTech,5,383.09,0.05,145.57,5.6,,Debit Card,Delivered,Austin,TX,United States,SELL00244
92570,ORD0092571,08-08-2024,CUST032754,Neha Gupta,P00004,USB-C Charger,Books,FitLife,1,306.09,0,15.3,0.12,,Amazon Pay,Delivered,Seattle,WA,United States,SELL01730
23832,ORD0023833,11-12-2021,CUST012615,Karan Verma,P00028,Jeans,Home & Kitchen,HomeEase,2,567.87,0,90.86,0.99,,Credit Card,Shipped,Houston,TX,India,SELL01921
4305,ORD0004306,04-05-2020,CUST043650,Aarav Joshi,P00013,Action Camera,Home & Kitchen,CoreTech,2,231.33,0.2,44.42,7.36,,Credit Card,Delivered,Houston,TX,United States,SELL01565
87533,ORD0087534,01-08-2024,CUST017720,Priya Singh,P00045,Phone Tripod,Clothing,BrightLux,4,341.67,0.2,87.47,14.23,,Amazon Pay,Shipped,Columbus,OH,United States,SELL01616
28238,ORD0028239,01-06-2023,CUST047050,Karan Sharma,P00048,Wireless Charger,Toys & Games,KiddoFun,1,505.87,0,40.47,6.11,,UPI,Delivered,New York,NY,United States,SELL01724
5671,ORD0005672,06-04-2020,CUST047110,Karan Gupta,P00040,Microphone,Books,HomeEase,4,345.28,0,248.6,0.48,,Amazon Pay,Delivered,Denver,CO,United States,SELL00109
90310,ORD0090311,29-06-2021,CUST036974,Priya Gupta,P00049,Children's Book,Clothing,BrightLux,4,300.83,0.05,137.18,3.74,,Credit Card,Shipped,Denver,CO,United States,SELL01254
832,ORD0000833,11-03-2024,CUST027432,Neha Kumar,P00023,Cookware Set,Sports & Outdoors,ReadMore,3,396,0.25,71.28,10.07,,Cash on Delivery,Cancelled,Houston,TX,United States,SELL00642
63654,ORD0063655,07-06-2023,CUST033612,Ritika Verma,P00022,Water Bottle,Home & Kitchen,NexPro,1,468.25,0,23.41,12.45,,Credit Card,Delivered,New York,NY,United States,SELL01876
37099,ORD0037100,19-11-2021,CUST000595,Aditya Singh,P00024,Yoga Mat,Toys & Games,HomeEase,2,593.84,0,95.01,8.62,,Credit Card,Shipped,Charlotte,NC,United States,SELL01921
56408,ORD0056409,23-10-2021,CUST023230,Pooja Patel,P00011,Fitness Band,Electronics,HomeEase,4,460.98,0.15,125.39,2.01,,Credit Card,Delivered,Washington,DC,Canada,SELL01489
29079,ORD0029080,25-12-2022,CUST018426,Vivaan Singh,P00020,Office Chair,Toys & Games,CoreTech,4,37.2,0,17.86,12.38,,Amazon Pay,Delivered,Indianapolis,IN,United Kingdom,SELL00386
64461,ORD0064462,08-11-2021,CUST003203,Priya Kumar,P00029,T-Shirt,Electronics,Zenith,4,571.22,0.05,173.65,4.61,,Net Banking,Delivered,San Jose,CA,United States,SELL01271
67244,ORD0067245,07-11-2020,CUST025290,Karan Verma,P00029,T-Shirt,Books,BrightLux,5,18.83,0,4.71,10.35,,Debit Card,Delivered,Washington,DC,United States,SELL01089
61108,ORD0061109,07-05-2022,CUST007597,Vihaan Joshi,P00039,Graphic Tablet,Clothing,BrightLux,5,264.27,0,0,13.44,,Debit Card,Delivered,San Diego,CA,United States,SELL01273
9284,ORD0009285,10-08-2021,CUST007276,Aman Verma,P00036,Smart Light Bulb,Electronics,FitLife,2,515.89,0,51.59,5.37,,Net Banking,Delivered,Phoenix,AZ,United States,SELL00741
48651,ORD0048652,04-02-2022,CUST042421,Sunita Reddy,P00029,T-Shirt,Sports & Outdoors,BrightLux,1,529.73,0.1,85.82,11.48,,Credit Card,Delivered,Los Angeles,CA,United States,SELL01077
47417,ORD0047418,10-12-2023,CUST025849,Rohit Joshi,P00034,Desk Organizer,Books,FitLife,4,106.74,0,76.85,14.47,,Credit Card,Shipped,Philadelphia,PA,United States,SELL00676
49741,ORD0049742,22-08-2021,CUST045269,Karan Kumar,P00024,Yoga Mat,Books,Apex,5,478.16,0.15,101.61,8.76,,Credit Card,Delivered,Houston,TX,United States,SELL01724
26577,ORD0026578,29-10-2021,CUST043936,Vikas Reddy,P00032,Board Game,Sports & Outdoors,Apex,3,141.16,0,0,11.68,,Credit Card,Delivered,Phoenix,AZ,United States,SELL01799
63612,ORD0063613,14-10-2020,CUST040928,Vivaan Mehta,P00025,Running Shoes,Electronics,NexPro,5,96.97,0.25,18.18,1.15,,Debit Card,Pending,Los Angeles,CA,United States,SELL00140
97427,ORD0097428,30-01-2023,CUST045662,Aarav Mehta,P00004,USB-C Charger,Sports & Outdoors,NexPro,2,531.3,0.15,72.26,12.33,,Amazon Pay,Pending,Jacksonville,FL,United States,SELL01058
53923,ORD0053924,29-09-2024,CUST031128,Sneha Kapoor,P00005,Laptop Sleeve,Sports & Outdoors,Apex,1,355.79,0,17.79,13.72,,Credit Card,Delivered,Fort Worth,TX,United States,SELL01000
55872,ORD0055873,04-01-2020,CUST012915,Pooja Sharma,P00041,Webcam Full HD,Home & Kitchen,UrbanStyle,5,353.57,0.1,79.55,11.77,,Credit Card,Delivered,San Jose,CA,United States,SELL01294
92943,ORD0092944,26-12-2024,CUST047184,Pooja Sharma,P00050,Novel Bestseller,Sports & Outdoors,ReadMore,2,277.56,0,66.61,13.7,,Credit Card,Delivered,Philadelphia,PA,United States,SELL00083
4950,ORD0004951,02-08-2021,CUST044752,Mohit Kumar,P00003,Smartphone Case,Toys & Games,CoreTech,1,32.37,0,1.62,5.36,,Net Banking,Delivered,Columbus,OH,India,SELL00420
24811,ORD0024812,23-05-2020,CUST020883,Sneha Patel,P00011,Fitness Band,Electronics,FitLife,4,511.22,0,163.59,7.12,,Amazon Pay,Delivered,Chicago,IL,Canada,SELL01629
4357,ORD0004358,27-07-2023,CUST047231,Vihaan Singh,P00044,Power Bank 20000mAh,Sports & Outdoors,HomeEase,4,208.27,0,66.65,4.68,,Debit Card,Delivered,San Antonio,TX,United States,SELL00455
56476,ORD0056477,03-04-2024,CUST014849,Vivaan Reddy,P00039,Graphic Tablet,Home & Kitchen,ReadMore,5,130.09,0,52.04,14.87,,Net Banking,Delivered,Los Angeles,CA,Australia,SELL01312
96852,ORD0096853,17-11-2022,CUST049442,Sahil Mehta,P00027,Winter Jacket,Electronics,Apex,5,503.06,0.2,160.98,12.47,,Credit Card,Pending,Philadelphia,PA,United States,SELL01012
51245,ORD0051246,27-04-2020,CUST012021,Sunita Sharma,P00033,Puzzle 1000pc,Clothing,HomeEase,1,585.52,0.15,39.82,11.15,,Amazon Pay,Delivered,Seattle,WA,Canada,SELL01579
81243,ORD0081244,18-02-2020,CUST004480,Kabir Kumar,P00009,Portable SSD 1TB,Toys & Games,CoreTech,3,107.96,0,16.19,4.88,,Credit Card,Delivered,Phoenix,AZ,India,SELL00683
84025,ORD0084026,05-10-2023,CUST043982,Vikas Reddy,P00012,Noise Cancelling Headphones,Books,HomeEase,4,302.51,0.3,42.35,9.69,,UPI,Delivered,Los Angeles,CA,India,SELL00561
83492,ORD0083493,21-03-2024,CUST003367,Sahil Kapoor,P00018,Vacuum Cleaner,Books,ReadMore,2,468.69,0,168.73,12.69,,Debit Card,Delivered,Los Angeles,CA,United States,SELL00027
99694,ORD0099695,16-09-2020,CUST045792,Anjali Singh,P00005,Laptop Sleeve,Home & Kitchen,FitLife,1,114.26,0,0,12.06,,Credit Card,Delivered,Phoenix,AZ,United States,SELL00795
7984,ORD0007985,09-04-2024,CUST023307,Karan Singh,P00049,Children's Book,Home & Kitchen,Zenith,4,447.22,0,143.11,6.84,,Credit Card,Delivered,Washington,DC,India,SELL01440
57654,ORD0057655,02-07-2021,CUST048691,Mohit Kapoor,P00030,Dress Shirt,Sports & Outdoors,UrbanStyle,2,511.56,0,122.77,3.34,,Debit Card,Delivered,Houston,TX,United States,SELL01476
8003,ORD0008004,03-04-2024,CUST041064,Aarav Joshi,P00031,Kids Toy Car,Books,Apex,5,28.42,0.05,16.2,9.03,,Net Banking,Delivered,San Antonio,TX,United States,SELL00765
7102,ORD0007103,15-08-2020,CUST016331,Sneha Singh,P00018,Vacuum Cleaner,Books,Zenith,3,59.24,0,14.22,12.21,,Amazon Pay,Delivered,Denver,CO,United Kingdom,SELL00657
68534,ORD0068535,08-07-2023,CUST035330,Sneha Mehta,P00039,Graphic Tablet,Sports & Outdoors,ReadMore,3,85.48,0.15,0,12.86,,Cash on Delivery,Delivered,Austin,TX,India,SELL00837
10369,ORD0010370,05-05-2020,CUST036739,Sneha Reddy,P00031,Kids Toy Car,Electronics,BrightLux,3,65.34,0.3,0,4.66,,Amazon Pay,Shipped,Jacksonville,FL,United States,SELL00435
90323,ORD0090324,21-06-2021,CUST040274,Mohit Kumar,P00001,Wireless Earbuds,Books,Zenith,4,166.46,0.1,107.87,3.53,,Debit Card,Delivered,San Jose,CA,United States,SELL00871
17604,ORD0017605,13-06-2021,CUST019198,Sunita Reddy,P00045,Phone Tripod,Home & Kitchen,NexPro,4,162.63,0.3,0,6.94,,Amazon Pay,Delivered,San Francisco,CA,United States,SELL00997
7412,ORD0007413,02-09-2021,CUST010084,Vikas Reddy,P00048,Wireless Charger,Clothing,Apex,1,138.4,0.1,9.96,9.75,,Debit Card,Delivered,San Antonio,TX,United States,SELL01583
94141,ORD0094142,18-06-2020,CUST046317,Kabir Patel,P00033,Puzzle 1000pc,Books,UrbanStyle,3,60.93,0,9.14,8.74,,Credit Card,Delivered,Philadelphia,PA,India,SELL00236
53280,ORD0053281,17-08-2022,CUST033325,Aarav Patel,P00010,Smartwatch,Books,KiddoFun,3,105.47,0,56.95,4.78,,Credit Card,Pending,Phoenix,AZ,United States,SELL00095
40853,ORD0040854,28-09-2023,CUST046562,Aditya Kapoor,P00045,Phone Tripod,Electronics,HomeEase,4,457.94,0,219.81,8.72,,Amazon Pay,Delivered,Jacksonville,FL,United States,SELL01456
30857,ORD0030858,18-08-2023,CUST030519,Vihaan Kapoor,P00013,Action Camera,Electronics,HomeEase,2,31.8,0.15,4.32,6.23,,Amazon Pay,Delivered,Fort Worth,TX,India,SELL01133
2735,ORD0002736,27-06-2022,CUST024981,Simran Sharma,P00028,Jeans,Toys & Games,Zenith,3,14.06,0,5.06,2.61,,UPI,Delivered,Phoenix,AZ,India,SELL00535
55839,ORD0055840,09-07-2021,CUST016801,Arjun Mehta,P00036,Smart Light Bulb,Books,FitLife,5,270.15,0,243.14,14.03,,UPI,Delivered,Columbus,OH,United States,SELL01629
86407,ORD0086408,10-02-2022,CUST023090,Simran Singh,P00004,USB-C Charger,Toys & Games,KiddoFun,2,112.84,0.1,10.16,2.27,,Credit Card,Shipped,Jacksonville,FL,United States,SELL01149
85967,ORD0085968,18-07-2022,CUST007657,Simran Reddy,P00008,4K Monitor,Clothing,HomeEase,5,269.51,0,107.8,4.41,,Credit Card,Delivered,Philadelphia,PA,United States,SELL01053
81976,ORD0081977,20-11-2022,CUST035642,Priya Gupta,P00049,Children's Book,Toys & Games,Apex,3,44.09,0.1,5.95,1.01,,Credit Card,Delivered,Philadelphia,PA,India,SELL00714
18256,ORD0018257,03-06-2020,CUST028897,Pooja Reddy,P00018,Vacuum Cleaner,Books,KiddoFun,5,452.09,0.1,244.13,7.83,,Credit Card,Delivered,Chicago,IL,United States,SELL00368
29223,ORD0029224,05-10-2022,CUST018981,Arjun Joshi,P00004,USB-C Charger,Clothing,NexPro,1,493.32,0.05,37.49,13.99,,Amazon Pay,Delivered,Denver,CO,Australia,SELL01263
83904,ORD0083905,27-01-2023,CUST017465,Vihaan Joshi,P00003,Smartphone Case,Electronics,HomeEase,4,116.32,0,37.22,3.84,,UPI,Shipped,Chicago,IL,United States,SELL00003
35841,ORD0035842,24-12-2023,CUST031547,Sahil Singh,P00023,Cookware Set,Clothing,HomeEase,3,440.64,0,66.1,2.66,,Debit Card,Delivered,Seattle,WA,United States,SELL00410
18759,ORD0018760,12-01-2020,CUST040696,Arjun Reddy,P00009,Portable SSD 1TB,Sports & Outdoors,HomeEase,5,350.27,0,87.57,9.34,,Debit Card,Delivered,Dallas,TX,United States,SELL01971
7795,ORD0007796,01-10-2024,CUST043217,Simran Patel,P00014,Drone Mini,Books,NexPro,2,215.56,0,21.56,12.61,,UPI,Delivered,Seattle,WA,India,SELL01230
83354,ORD0083355,07-07-2020,CUST011314,Ritika Reddy,P00050,Novel Bestseller,Home & Kitchen,ReadMore,1,331.16,0.1,35.77,8.96,,Debit Card,Delivered,San Antonio,TX,United States,SELL00645
69706,ORD0069707,11-02-2020,CUST015434,Aman Kapoor,P00038,External HDD 2TB,Sports & Outdoors,Apex,3,259.42,0.25,70.04,3.51,,UPI,Returned,Chicago,IL,United States,SELL01848
50357,ORD0050358,24-02-2024,CUST033094,Pooja Reddy,P00003,Smartphone Case,Clothing,NexPro,5,351.81,0.15,179.42,2.16,,Debit Card,Delivered,Columbus,OH,United States,SELL00131
85764,ORD0085765,03-01-2023,CUST023391,Rohit Gupta,P00031,Kids Toy Car,Toys & Games,KiddoFun,1,468.51,0.15,31.86,2.73,,Credit Card,Delivered,New York,NY,United States,SELL01964
31571,ORD0031572,14-09-2022,CUST049277,Mohit Gupta,P00015,Instant Pot,Books,UrbanStyle,5,118.68,0.05,45.1,9.49,,Debit Card,Shipped,Columbus,OH,United States,SELL01826
16535,ORD0016536,28-06-2024,CUST010952,Vihaan Kapoor,P00018,Vacuum Cleaner,Toys & Games,ReadMore,3,310.1,0,74.42,13.92,,Credit Card,Cancelled,New York,NY,United States,SELL00159
83698,ORD0083699,10-12-2024,CUST033929,Kabir Joshi,P00020,Office Chair,Home & Kitchen,ReadMore,4,13.62,0.2,2.18,9.76,,Credit Card,Delivered,Seattle,WA,United States,SELL01505
22249,ORD0022250,03-12-2023,CUST026798,Rohit Kapoor,P00037,Router,Sports & Outdoors,NexPro,4,558.24,0,111.65,1.3,,UPI,Shipped,Los Angeles,CA,United States,SELL00220
48455,ORD0048456,15-10-2021,CUST003875,Karan Mehta,P00007,Mechanical Keyboard,Electronics,KiddoFun,5,514.55,0.1,115.77,3.41,,Credit Card,Pending,Philadelphia,PA,United States,SELL01335
16204,ORD0016205,25-12-2020,CUST043601,Vikas Patel,P00049,Children's Book,Sports & Outdoors,Zenith,3,22.74,0.05,5.18,14.59,,Cash on Delivery,Delivered,Los Angeles,CA,United States,SELL01010
46940,ORD0046941,17-08-2021,CUST028875,Aarav Sharma,P00023,Cookware Set,Books,ReadMore,4,419.16,0.1,181.08,9.19,,Amazon Pay,Delivered,San Antonio,TX,United States,SELL00330
11687,ORD0011688,17-02-2024,CUST033997,Ritika Joshi,P00036,Smart Light Bulb,Books,BrightLux,3,513.55,0.3,129.41,10.41,,Credit Card,Delivered,Washington,DC,United States,SELL01222
90853,ORD0090854,09-12-2020,CUST001508,Aman Joshi,P00011,Fitness Band,Sports & Outdoors,UrbanStyle,3,30.63,0,7.35,5.37,,Debit Card,Shipped,Charlotte,NC,United States,SELL00768
56096,ORD0056097,10-07-2023,CUST001663,Mohit Joshi,P00027,Winter Jacket,Clothing,NexPro,1,401.9,0.25,15.07,5.98,,Credit Card,Shipped,Phoenix,AZ,Canada,SELL00343
42836,ORD0042837,13-05-2023,CUST037714,Aman Patel,P00002,Bluetooth Speaker,Books,BrightLux,1,505.64,0,60.68,7.72,,Credit Card,Delivered,Los Angeles,CA,United States,SELL01224
40547,ORD0040548,24-10-2021,CUST024974,Anjali Joshi,P00045,Phone Tripod,Electronics,HomeEase,2,373.31,0,89.59,10.81,,Debit Card,Delivered,San Jose,CA,India,SELL01653
53515,ORD0053516,30-12-2023,CUST032329,Aman Gupta,P00032,Board Game,Clothing,ReadMore,4,584.57,0,280.59,4.46,,Credit Card,Delivered,Philadelphia,PA,United States,SELL00731
77325,ORD0077326,07-03-2021,CUST020769,Vivaan Reddy,P00040,Microphone,Clothing,BrightLux,3,463.14,0.15,59.05,0.89,,Debit Card,Delivered,Fort Worth,TX,United States,SELL01700
11952,ORD0011953,25-10-2020,CUST036372,Arjun Mehta,P00007,Mechanical Keyboard,Sports & Outdoors,BrightLux,5,407.07,0.1,329.73,13.19,,Net Banking,Delivered,Phoenix,AZ,United States,SELL01804
19383,ORD0019384,07-05-2021,CUST037250,Simran Kapoor,P00017,Electric Kettle,Books,BrightLux,1,14.24,0,2.56,2.53,,Credit Card,Delivered,Chicago,IL,United States,SELL01629
73335,ORD0073336,14-11-2020,CUST023464,Sahil Sharma,P00025,Running Shoes,Home & Kitchen,BrightLux,2,578.42,0,208.23,7.38,,Amazon Pay,Shipped,Austin,TX,United States,SELL01638
65949,ORD0065950,10-02-2023,CUST036299,Aarav Patel,P00017,Electric Kettle,Toys & Games,UrbanStyle,4,556.16,0,266.96,4.95,,Cash on Delivery,Delivered,Philadelphia,PA,United States,SELL00946
52565,ORD0052566,15-05-2021,CUST028053,Anjali Kumar,P00030,Dress Shirt,Clothing,UrbanStyle,5,519.85,0.15,0,5.41,,Amazon Pay,Delivered,San Jose,CA,India,SELL01397
21691,ORD0021692,31-12-2023,CUST044835,Rohit Patel,P00021,Backpack,Clothing,Apex,5,334.37,0,133.75,4.59,,Amazon Pay,Delivered,Denver,CO,United Kingdom,SELL01267
3161,ORD0003162,17-02-2023,CUST032702,Neha Kumar,P00047,Memory Card 128GB,Sports & Outdoors,NexPro,1,382.05,0.25,22.92,6.62,,Credit Card,Delivered,Los Angeles,CA,United States,SELL01651
47164,ORD0047165,11-07-2021,CUST044518,Neha Sharma,P00035,Desk Plant,Toys & Games,FitLife,2,310.96,0.05,70.9,11.44,,Net Banking,Delivered,New York,NY,India,SELL00006
78387,ORD0078388,24-12-2022,CUST029837,Sahil Kapoor,P00029,T-Shirt,Sports & Outdoors,FitLife,3,518.92,0,77.84,13.45,,Credit Card,Delivered,Philadelphia,PA,United States,SELL01389
37343,ORD0037344,05-03-2023,CUST049455,Sneha Gupta,P00034,Desk Organizer,Home & Kitchen,ReadMore,4,114.21,0,54.82,12.83,,Credit Card,Delivered,New York,NY,United States,SELL01313
11382,ORD0011383,20-03-2022,CUST034498,Pooja Kapoor,P00011,Fitness Band,Clothing,NexPro,1,347.79,0.3,43.82,8.35,,Credit Card,Pending,Jacksonville,FL,United States,SELL00105
48848,ORD0048849,11-09-2020,CUST038829,Vivaan Kumar,P00043,HDMI Cable 2m,Home & Kitchen,Apex,3,284.63,0,68.31,6.6,,Debit Card,Delivered,Philadelphia,PA,United States,SELL00068
92908,ORD0092909,21-08-2024,CUST039632,Simran Singh,P00001,Wireless Earbuds,Clothing,KiddoFun,2,544.57,0,87.13,4.94,,Amazon Pay,Delivered,San Francisco,CA,India,SELL00572
81205,ORD0081206,27-09-2021,CUST016402,Neha Gupta,P00028,Jeans,Books,FitLife,5,585.46,0.2,117.09,5.66,,Credit Card,Delivered,Austin,TX,Canada,SELL01539
58415,ORD0058416,29-03-2024,CUST034473,Vivaan Reddy,P00024,Yoga Mat,Home & Kitchen,CoreTech,5,177.11,0.1,143.46,10.86,,Debit Card,Delivered,Indianapolis,IN,United States,SELL00013
2156,ORD0002157,01-08-2023,CUST006066,Aarav Reddy,P00037,Router,Clothing,BrightLux,5,143.39,0,86.03,4.44,,Amazon Pay,Shipped,San Francisco,CA,United States,SELL01356
65710,ORD0065711,23-09-2022,CUST047493,Ritika Mehta,P00050,Novel Bestseller,Books,CoreTech,1,217.82,0,10.89,11.49,,Credit Card,Delivered,San Diego,CA,United States,SELL01135
14476,ORD0014477,12-05-2020,CUST043252,Sunita Joshi,P00005,Laptop Sleeve,Electronics,Apex,4,340.02,0,68,8.22,,Amazon Pay,Delivered,San Diego,CA,United States,SELL00936
67435,ORD0067436,26-08-2020,CUST046151,Rohit Gupta,P00009,Portable SSD 1TB,Sports & Outdoors,Apex,5,191.98,0.05,45.6,8.99,,Amazon Pay,Delivered,Columbus,OH,India,SELL01888
70981,ORD0070982,21-03-2023,CUST022987,Sahil Singh,P00032,Board Game,Electronics,CoreTech,4,385.47,0,123.35,7.29,,Credit Card,Delivered,San Jose,CA,United States,SELL01337
46627,ORD0046628,09-05-2021,CUST024946,Sunita Verma,P00045,Phone Tripod,Home & Kitchen,Apex,3,37.59,0.15,4.79,0.6,,UPI,Delivered,San Antonio,TX,United States,SELL00920
84571,ORD0084572,08-10-2023,CUST016525,Sahil Sharma,P00012,Noise Cancelling Headphones,Electronics,UrbanStyle,5,9.79,0.2,7.05,7.53,,Amazon Pay,Shipped,Jacksonville,FL,United Kingdom,SELL01002
70545,ORD0070546,04-03-2022,CUST009893,Aditya Kumar,P00036,Smart Light Bulb,Clothing,BrightLux,3,455.65,0.1,61.51,2.04,,Credit Card,Pending,San Francisco,CA,United States,SELL01189
93379,ORD0093380,29-10-2020,CUST009430,Sunita Gupta,P00041,Webcam Full HD,Home & Kitchen,CoreTech,1,346.28,0.15,14.72,3.79,,Credit Card,Delivered,New York,NY,United States,SELL00399
92408,ORD0092409,12-06-2021,CUST039120,Ritika Verma,P00019,LED Desk Lamp,Sports & Outdoors,Apex,2,346.33,0,55.41,1.93,,Debit Card,Shipped,Los Angeles,CA,United States,SELL00785
19342,ORD0019343,11-02-2022,CUST002599,Vikas Kapoor,P00044,Power Bank 20000mAh,Home & Kitchen,Zenith,4,230.82,0.25,34.62,5.62,,Credit Card,Delivered,San Antonio,TX,Australia,SELL00203
92830,ORD0092831,27-04-2024,CUST003141,Neha Joshi,P00036,Smart Light Bulb,Electronics,Apex,5,440.38,0.05,167.34,14.21,,Amazon Pay,Delivered,Columbus,OH,United States,SELL00324
98938,ORD0098939,25-08-2020,CUST037364,Aman Sharma,P00026,Sunglasses,Sports & Outdoors,Zenith,1,32.42,0.05,2.46,2.24,,Amazon Pay,Delivered,Philadelphia,PA,United States,SELL01729
54985,ORD0054986,19-07-2022,CUST017610,Mohit Kapoor,P00012,Noise Cancelling Headphones,Home & Kitchen,UrbanStyle,2,505.39,0,50.54,0.2,,Cash on Delivery,Delivered,San Diego,CA,India,SELL01800
11427,ORD0011428,25-09-2021,CUST033087,Priya Verma,P00015,Instant Pot,Electronics,KiddoFun,4,547.72,0,175.27,7.95,,UPI,Delivered,Philadelphia,PA,United States,SELL00026
86167,ORD0086168,22-12-2020,CUST014854,Aman Joshi,P00027,Winter Jacket,Books,Zenith,3,569.45,0,85.42,4.11,,Amazon Pay,Delivered,Washington,DC,United States,SELL01106
60019,ORD0060020,07-01-2024,CUST033316,Sahil Joshi,P00028,Jeans,Electronics,ReadMore,4,357.17,0.1,0,0.07,,Net Banking,Delivered,San Jose,CA,United States,SELL00483
11371,ORD0011372,21-04-2024,CUST009039,Vivaan Singh,P00049,Children's Book,Books,UrbanStyle,2,212.62,0,34.02,7.07,,Debit Card,Delivered,Seattle,WA,United States,SELL00055
12251,ORD0012252,31-07-2022,CUST006344,Pooja Kapoor,P00015,Instant Pot,Sports & Outdoors,BrightLux,4,543.48,0.05,247.83,0.58,,Net Banking,Delivered,San Jose,CA,United Kingdom,SELL01327
41645,ORD0041646,16-06-2023,CUST036567,Arjun Reddy,P00044,Power Bank 20000mAh,Sports & Outdoors,UrbanStyle,2,155.96,0.3,26.2,6.23,,Amazon Pay,Pending,Phoenix,AZ,United States,SELL01795
59608,ORD0059609,23-07-2024,CUST030600,Priya Kumar,P00029,T-Shirt,Clothing,BrightLux,2,384.18,0.1,82.98,3.19,,Debit Card,Delivered,Chicago,IL,United States,SELL01673
17862,ORD0017863,21-01-2020,CUST006921,Arjun Joshi,P00003,Smartphone Case,Electronics,CoreTech,4,29.04,0.15,11.85,9.77,,UPI,Shipped,Austin,TX,India,SELL01782
38687,ORD0038688,24-12-2023,CUST028254,Aditya Patel,P00007,Mechanical Keyboard,Clothing,KiddoFun,5,236.94,0.1,127.95,9.02,,Debit Card,Shipped,Phoenix,AZ,India,SELL00695
11432,ORD0011433,13-08-2020,CUST044748,Priya Joshi,P00025,Running Shoes,Home & Kitchen,ReadMore,2,7.47,0,1.79,7.84,,Debit Card,Returned,Fort Worth,TX,United States,SELL01943
65011,ORD0065012,02-06-2020,CUST010418,Sneha Sharma,P00041,Webcam Full HD,Home & Kitchen,ReadMore,5,111.03,0,66.62,9.6,,UPI,Delivered,Washington,DC,United States,SELL00645
33510,ORD0033511,10-03-2023,CUST043316,Aditya Patel,P00029,T-Shirt,Electronics,HomeEase,2,150.01,0.05,22.8,3.26,,Amazon Pay,Delivered,Denver,CO,United States,SELL01460
91926,ORD0091927,03-09-2021,CUST017992,Simran Sharma,P00029,T-Shirt,Clothing,ReadMore,1,571.82,0.15,58.33,1.95,,UPI,Delivered,San Diego,CA,United States,SELL01519
62513,ORD0062514,07-10-2024,CUST028202,Vikas Verma,P00023,Cookware Set,Books,ReadMore,3,509.22,0.05,72.56,3.4,,Credit Card,Shipped,Chicago,IL,India,SELL01286
1295,ORD0001296,22-05-2022,CUST025134,Karan Gupta,P00025,Running Shoes,Sports & Outdoors,UrbanStyle,3,452.26,0,67.84,2.52,,Credit Card,Delivered,Dallas,TX,United States,SELL00912
74083,ORD0074084,20-04-2021,CUST028697,Priya Reddy,P00032,Board Game,Sports & Outdoors,Apex,5,412.02,0.25,123.61,10.95,,Amazon Pay,Delivered,Chicago,IL,United States,SELL01083
62742,ORD0062743,14-01-2022,CUST019123,Kabir Joshi,P00018,Vacuum Cleaner,Sports & Outdoors,NexPro,1,25.48,0.05,2.9,6.13,,UPI,Delivered,Washington,DC,United States,SELL01044
63173,ORD0063174,19-02-2024,CUST015725,Vikas Kumar,P00006,Gaming Mouse,Books,HomeEase,2,100.52,0,24.12,14.72,,Debit Card,Delivered,Jacksonville,FL,United States,SELL01802
5945,ORD0005946,11-06-2021,CUST043398,Neha Reddy,P00007,Mechanical Keyboard,Toys & Games,BrightLux,3,256.38,0.05,87.68,13.91,,Debit Card,Shipped,Charlotte,NC,Canada,SELL00535
72870,ORD0072871,19-01-2022,CUST017907,Priya Joshi,P00012,Noise Cancelling Headphones,Electronics,NexPro,2,296.12,0,29.61,6.27,,Net Banking,Delivered,New York,NY,India,SELL01346
30034,ORD0030035,06-12-2022,CUST040741,Sneha Mehta,P00022,Water Bottle,Home & Kitchen,BrightLux,1,367.23,0.05,17.44,9.27,,Credit Card,Delivered,Phoenix,AZ,United States,SELL01911
72500,ORD0072501,31-05-2021,CUST028617,Vikas Singh,P00034,Desk Organizer,Sports & Outdoors,BrightLux,2,106.6,0,10.66,12.63,,Debit Card,Delivered,Columbus,OH,Australia,SELL01587
